,variable,label,type
703,m1f5,How safe are the streets around your home at night?,Ordered Categorical
704,m1f6,About how often do you attend religious services?,Ordered Categorical
705,m1f7,What is your religious preference?,Unordered Categorical
706,m1f8,Can mother receive welfare if she is married and living with husband?,Unordered Categorical
707,m1f9,Can mother receive welfare if she is not married and lives with bio dad?,Unordered Categorical
708,m1f10a,How long in total can a mother receive welfare (years)?,Continuous
709,m1f10b,How long in total can a mother receive welfare (months)?,Continuous
710,m1f11a,How long can a mother receive welfare before being required to work?-years,Continuous
711,m1f11b,How long can a mother receive welfare before being required to work?-months,Continuous
712,m1f12,"Can judge make a father pay child support, even if he wanted an abortion?",Unordered Categorical
713,m1f13,Can blood test prove whether a man is really the father of the child?,Unordered Categorical
714,m1f14,Has anyone in the hospital given you information about est. paternity?,Unordered Categorical
715,m1f15,If bio dad doesn't want to marry mother - required to pay child supp.?,Ordered Categorical
716,m1g1,How is your health?,Ordered Categorical
717,m1g2,"During the preg, how often did you drink alcohol?",Ordered Categorical
719,m1g4,"During the preg, how many cigarettes did you smoke?",Ordered Categorical
720,m1g5,"In last year, has alcohol/drugs interfered with your work/relationships?",Unordered Categorical
721,m1g6,Have you ever sought help or been treated for drug/alc problems?,Unordered Categorical
722,m1h2,Were you born in the U.S.?,Unordered Categorical
725,m1h3,What is your race?,Unordered Categorical
726,m1h3a,Are you of Hispanic or Latino origin or descent?,Unordered Categorical
727,m1h3b,"Are you Mexican, Puerto Rican, Cuban or other Hispanic?",Unordered Categorical
728,cm1edu,Constructed - Mother baseline education (own report),Ordered Categorical
729,cm1ethrace,Mother race (baseline own report),Unordered Categorical
730,m1i1,What is the highest grade/years of school that you have completed?,Ordered Categorical
731,m1i2a,"When you last worked, how many hours per week did you work?",Continuous
732,m1i2b,About how much did you earn?,Continuous
733,m1i2c,Was that amount per hour/day/week/month/year/other?,Ordered Categorical
734,m1i2d,Do you expect to work during next year?,Unordered Categorical
735,m1i2d1,Int Chk: Is father unknown?,Unordered Categorical
737,m1i2ii,In what year did you last work 2 weeks or more at a regular job?,Continuous
739,m1i3,What is the highest grade/years of school that bio dad have completed?,Ordered Categorical
740,m1i4,What is bio dad's race?,Unordered Categorical
741,m1i4a,Is bio dad of Hispanic/Latino origin or descent?,Unordered Categorical
742,m1i4b,"Is bio dad Mexican, Puerto Rican, Cuban or other Hispanic?",Unordered Categorical
743,m1i6,"What was bio dad doing most of last week (working, going to school,else)?",Unordered Categorical
747,m1i7,Does bio dad engage in any activities other than regular job to generate income?,Unordered Categorical
748,m1i8,Does bio dad have physical/health condition that limits work he can do?,Unordered Categorical
749,m1i9,Does bio dad have a problem keeping a job/friends because of drugs/alc use?,Unordered Categorical
750,m1i10,Int chk: Is bio dad married or living with bio mom?,Unordered Categorical
751,m1i11,Where does bio dad live most of the time?,Unordered Categorical
752,m1j1a,"In last year, did you have income from earnings?",Unordered Categorical
753,m1j1b,"In last year, did you have income from public assistance/welfare/food stamps?",Unordered Categorical
754,m1j1c,"In last year, did you have income from Unemployment/SS/Disability?",Unordered Categorical
755,m1j1d,"In last year, did you have income from family/friends?",Unordered Categorical
756,m1j1e,"In last year, did you have no income?",Unordered Categorical
757,m1j2a,"In last 12 mo, about how much money did you receive from earnings?",Ordered Categorical
758,m1j2b,"In last year, how much money did you receive from public assistance/welfare?",Ordered Categorical
760,m1j2d,"In the last 12 months, about how much money did you receive from family/friends?",Ordered Categorical
762,m1j3,What was your total household income before taxes in the past 12 months,Ordered Categorical
763,m1j4,"At the end of the month, how much money leftover do you usually have?",Ordered Categorical
764,m1j5,Do you own a car?,Unordered Categorical
765,cm1hhinc,Constructed - Household income (with imputed values),Continuous
766,cm1hhimp,Constructed - Flag variable for household income imputation,Unordered Categorical
767,cm1inpov,Constructed - Poverty ratio - mother's household income/poverty threshold,Continuous
768,cm1povca,Constructed - Poverty categories,Ordered Categorical
769,cm1finjail,"Constructed - mother report, father in jail at her baseline interview",Unordered Categorical
771,cm1span,Constructed - Was the mother interviewed in Spanish?,Unordered Categorical
838,m1citywt_rep1,Mother baseline city replicate weight no. 1,Continuous
839,m1citywt_rep2,Mother baseline city replicate weight no. 2,Continuous
840,m1citywt_rep3,Mother baseline city replicate weight no. 3,Continuous
841,m1citywt_rep4,Mother baseline city replicate weight no. 4,Continuous
842,m1citywt_rep5,Mother baseline city replicate weight no. 5,Continuous
843,m1citywt_rep6,Mother baseline city replicate weight no. 6,Continuous
844,m1citywt_rep7,Mother baseline city replicate weight no. 7,Continuous
845,m1citywt_rep8,Mother baseline city replicate weight no. 8,Continuous
846,m1citywt_rep9,Mother baseline city replicate weight no. 9,Continuous
847,m1citywt_rep10,Mother baseline city replicate weight no. 10,Continuous
851,cf2fint,Constructed - Was father interviewed at one-year?,Unordered Categorical
852,cf2mint,Constructed - Was mother interviewed at one-year?,Unordered Categorical
853,cf2new12,Constructed - Was father interviewed at one-year but not at baseline?,Unordered Categorical
854,cf2samp,Constructed - Father non-response (reason),Unordered Categorical
859,cf2citsm,Constructed - One-year city sample flag,Unordered Categorical
860,f2citywt,Father one-year city sample weight (20-cities population),Continuous
861,f2a3,How much of the time does the child live with you?,Unordered Categorical
870,f2a5,What was your relationship with mother when child was born?,Ordered Categorical
871,f2a5a,"When child was born, were you and mother living together...",Ordered Categorical
872,f2a6,What is your relationship with mother now?,Ordered Categorical
873,f2a6a,Are you and mother currently living together?,Ordered Categorical
874,f2a6a1,Int Chk: Are mother & father married and living together all/most of the time?,Unordered Categorical
875,f2a6a2,How many nights a week do you and mother usually spend the night together?,Ordered Categorical
878,f2a7a,Int Chk: Were mother and father ever married to each other?,Unordered Categorical
880,f2a7a1b,When did you and mother get married? (Year),Continuous
881,f2a7b,Int Chk: Were mother and father living together at birth or at follow-up?,Unordered Categorical
883,f2a7b1b,When did you and mother start living together? (Year),Continuous
884,f2a7c,Int Chk: Are mother and father divorced or separated from each other?,Unordered Categorical
887,f2a7d,Int Chk: Are mother and father currently romantically involved?,Unordered Categorical
888,f2a7d1,What are the chances that you will marry the mother in the future?,Ordered Categorical
889,f2a7e,"Int Chk: Were mother & father rom. involved at birth, but not in a rel. now?",Unordered Categorical
900,f2a9,Int Chk: Do mom & dad live together all/most time or spend 7 night/wk together,Unordered Categorical
901,f2a10,How often do you and mother see or talk to each other?,Ordered Categorical
902,f2a11,"Including child, how many biological children do you have with mother?",Continuous
903,cf2age,Constructed - Father's age at time of one-year interview,Continuous
904,cf2b_age,Constructed - Baby's age at time of father's one-year interview (months),Continuous
905,cf2marm,Constructed - Is father married to child's mother at one-year?,Unordered Categorical
906,cf2cohm,Constructed - Is father cohabiting with baby's mother?,Unordered Categorical
907,f2b1,Int Chk: Does child live with father all/most of the time?,Unordered Categorical
908,f2b1a,Int Chk: Do mother and father live together?,Unordered Categorical
1030,f2b32,"In general, how is your child's health?",Ordered Categorical
1031,f2b33,Did you talk to child's doctor regarding how child is doing in past year?,Unordered Categorical
1033,f2b33b,Is child currently cared for by someone other than person in (A4A) on reg basis?,Unordered Categorical
1034,f2b34,"During past year, did you talk to child care provider about how child is doing?",Unordered Categorical
1036,f2b35,Int Chk: Did father see child in past 30 days?,Unordered Categorical
1037,f2b36a,# Days/week you play games like peek-a-boo or gotcha w/child?,Ordered Categorical
1038,f2b36b,# Days/week you sing songs or nursery rhymes to child?,Ordered Categorical
1039,f2b36c,# Days/week you read stories to child?,Ordered Categorical
1040,f2b36d,# Days/week you tell stories to child?,Ordered Categorical
1041,f2b36e,# Days/week you play inside w/toys such as blocks or legos w/child?,Ordered Categorical
1042,f2b36f,# Days/week you take child to visit relatives?,Ordered Categorical
1043,f2b36g,# Days/week you hug or show physical affection to child?,Ordered Categorical
1044,f2b36h,# Days/week you put child to bed?,Ordered Categorical
1045,f2b36i,Have you spanked child in the past month?,Unordered Categorical
1047,f2b37a,On a scale of 1-(least like) to 5-(most like) - Child tends to be shy,Ordered Categorical
1048,f2b37b,On a scale of 1-(least like) to 5-(most like) - Child often fusses and cries,Ordered Categorical
1049,f2b37c,On a scale of 1-(least like) to 5-(most like) - Child is very sociable,Ordered Categorical
1050,f2b37d,On a scale of 1-(least like) to 5-(most like) - Child gets upset easily,Ordered Categorical
1051,f2b37e,On a scale of 1-(least like) to 5-(most like) - Child reacts strongly when upset,Ordered Categorical
1052,f2b37f,Scale of 1(least like) to 5(most like) - Child is very friendly with strangers,Ordered Categorical
1053,f2b38a,How much do you agree/disagree-Being a parent is harder than I thought,Ordered Categorical
1054,f2b38b,How much do you agree/disagree-Feel trapped by personal responsibilities,Ordered Categorical
1055,f2b38c,How much do you agree/disagree-Taking care of children more work than pleasure,Ordered Categorical
1056,f2b38d,How much do you agree/disagree-Often feel tired and worn out from raising family,Ordered Categorical
